,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,
IMOM    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
IMOS    ,0,0,0,0,0,16.19,16.1957,16.1957,16.1979,16.2027,15.2847,15.646,15.696,15.696,15.696,15.696,
IMRN    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
IMRNW   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
IMTB    ,0,0,0,0,0,0,0,48.49,48.49,48.49,48.49,48.49,48.49,48.49,48.49,48.49,
IMTE    ,0,0,0,0,0,0,6.2853,6.32203,6.3838,6.3838,6.3838,6.3838,6.38425,6.38425,6.38425,6.38425,
IMTM    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
IMV     ,0,0,0,0,0,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,
IMXI    ,0,0,0,0,0,11.4645,11.0762,11.0787,11.0818,10.9351,10.9362,10.9629,10.9638,10.9638,10.9638,10.9638,
INAP    ,0,0,0,0,0,5.55789,5.24118,5.15082,5.076,5.11762,5.1286,5.0825,5.12017,5.12017,5.12017,5.12017,
INB     ,0,0,0,0,0,0,8.08,8.08,8.08273,8.07905,8.08273,8.09216,8.09216,8.09216,8.09216,8.09216,
INBK    ,0,0,0,0,0,19.9809,19.8354,19.5446,19.5551,19.5638,19.4207,19.4591,19.5515,19.5515,19.5515,19.5515,
INBKL   ,0,0,0,0,0,25.2,25.2,25.2,25.2,25.2,25.2,25.2146,25.2146,25.2146,25.2146,25.2146,
INCO    ,0,0,0,0,0,0,0,0,40.17,40.1216,40.1216,40.1959,40.1959,40.1959,40.1959,40.1959,
INCY    ,0,0,0,79.2,79.2,78.6054,77.7485,76.9224,76.608,75.8151,76.0855,75.9882,77.1957,77.1957,77.1957,77.1957,
INDA    ,0,0,0,0,32.0146,30.9296,30.8755,30.2849,30.1005,29.8903,29.7978,29.0997,29.0997,29.0997,29.0997,29.0997,
INDB    ,0,0,0,0,0,75.3084,72.3226,72.8649,74.2777,73.8101,74.604,73.2118,74.9616,74.9616,74.9616,74.9616,
INDL    ,0,0,0,0,0,58.3262,58.0757,58.0463,58.1252,58.1604,58.5227,59.6156,59.6156,59.6156,59.6156,59.6156,
INDS    ,0,0,0,0,0,0,0,0,0,27.28,27.28,27.28,27.28,27.28,27.28,27.28,
INDY    ,0,0,0,0,0,33.9749,33.8995,33.1279,33.2345,33.5386,33.6056,33.5166,33.5526,33.5526,33.5526,33.5526,
INF     ,0,0,0,0,0,0,0,11.6112,11.619,11.619,11.6331,11.6343,11.6343,11.6343,11.6343,11.6343,
INFI    ,0,0,0,0,0,1.24175,1.22668,1.22324,1.22376,1.22368,1.23988,1.23966,1.23964,1.23964,1.23964,1.23964,
INFN    ,0,0,0,0,0,3.54906,3.74092,3.78249,3.72987,3.63447,3.68784,3.69182,3.85589,3.85589,3.85589,3.85589,
INFO    ,0,0,0,0,0,48.2442,47.799,47.7307,48.154,48.366,48.4403,48.581,48.9163,48.9163,48.9163,48.9163,
INFR    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INFU    ,0,0,0,0,0,0,3.73,3.73234,3.73234,3.73234,3.73234,3.73378,3.73378,3.73378,3.73378,3.73378,
INFY    ,0,0,0,0,10.4589,9.70618,9.69576,9.81096,9.40384,9.47673,9.63026,9.89277,9.89277,9.89277,9.89277,9.89277,
ING     ,11.4665,11.4665,11.4665,11.4665,11.4665,11.1453,11.556,11.5786,11.5182,11.2475,11.1577,11.1802,11.1802,11.1802,11.1802,11.1802,
INGN    ,0,0,0,0,0,145.305,145.742,145.513,143.942,144.009,142.011,142.712,144.09,144.09,144.09,144.09,
INGR    ,0,0,0,0,0,98.3665,94.3483,95.8926,96.2414,96.648,97.2739,97.6609,97.6609,97.6609,97.6609,97.6609,
INKM    ,0,0,0,0,0,0,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,
INN     ,0,0,0,0,0,10.3363,10.3859,10.5014,10.5985,10.6592,10.7247,10.7779,10.7779,10.7779,10.7779,10.7779,
INN-D   ,0,0,0,0,0,0,0,0,0,0,23.75,23.75,23.75,23.75,23.75,23.75,
INN-E   ,0,0,0,0,0,0,0,22.1775,22.1775,22.1775,22.093,22.0942,22.0942,22.0942,22.0942,22.0942,
INNT    ,0,0,0,0,0,2.26186,2.25801,2.2292,2.23186,2.22145,2.22985,2.25015,2.25997,2.25997,2.25997,2.25997,
INO     ,0,0,0,0,0,4.53356,4.40556,4.2954,4.3247,4.4332,4.46708,4.51435,4.66902,4.66902,4.66902,4.66902,
INOD    ,0,0,0,0,0,1.41197,1.41197,1.41244,1.39977,1.39929,1.39895,1.39817,1.39817,1.39817,1.39817,1.39817,
INOV    ,0,0,0,0,0,13.8596,13.6762,13.6946,13.6663,13.6207,13.5156,13.5804,13.7888,13.7888,13.7888,13.7888,
INPX    ,0,0,0,0,2.32608,2.18667,2.18797,2.18658,2.18557,2.1853,2.19912,2.20618,2.20651,2.20651,2.20651,2.20653,
INR     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INS     ,0,0,0,0,0,21.51,21.0158,21.0069,21.0471,21.0734,21.0998,21.0876,21.0876,21.0876,21.0876,21.0876,
INSE    ,0,0,0,0,0,6.73933,6.75252,6.75295,6.7533,6.75534,6.75723,6.76936,6.77602,6.77602,6.77602,6.77602,
INSG    ,0,0,0,0,0,5.15378,4.99776,5.00288,5.05299,5.06125,5.08203,5.10076,5.11889,5.11889,5.11954,5.11954,
INSI    ,0,0,0,0,0,18.555,18.555,18.555,18.555,18.555,18.555,18.4852,18.4852,18.4852,18.4852,18.4852,
INSM    ,0,0,0,0,0,22.3511,22.2015,22.2621,22.5049,22.4492,22.3119,21.9938,22.7343,22.7343,22.7343,22.7343,
INSP    ,0,0,0,0,0,52.8338,52.7101,52.7016,51.2436,51.3166,51.1852,49.4207,49.4207,49.4207,49.4207,49.4207,
INST    ,0,0,0,0,0,38.0471,36.9364,37.2252,37.5485,37.5789,37.5356,37.2819,37.2819,37.2819,37.2819,37.2819,
INSW    ,0,0,0,0,0,17.37,17.5107,17.5107,16.6265,17.0253,17.2398,17.4285,17.4285,17.4285,17.4285,17.4285,
INSW-A  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INSY    ,0,0,0,0,0,3.47786,3.47097,3.38829,3.37816,3.37825,3.37889,3.31141,3.33822,3.33822,3.33822,3.33822,
INT     ,0,0,0,0,0,24.5828,23.8817,23.1906,22.5998,22.3659,22.5738,22.5513,22.5513,22.5513,22.5513,22.5513,
INTC    ,0,0,46.3978,46.4988,46.5269,44.2166,43.5477,43.186,43.3428,43.2902,43.3146,43.4024,44.49,44.4906,44.4914,44.4915,
INTF    ,0,0,0,0,0,0,0,25.7593,25.7696,25.7696,25.83,25.9394,25.9394,25.9394,25.9394,25.9394,
INTG    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL    ,0,0,0,0,0,37.5196,37.3695,36.5124,35.9985,36.4891,36.734,36.6709,36.9906,36.9906,36.9906,36.9906,
INTT    ,0,0,0,0,0,0,7.1724,7.1724,7.19747,4.31848,4.33016,6.35275,6.35275,6.35275,6.35275,6.35275,
INTU    ,0,0,0,0,0,206.809,206.109,206.609,207.321,207.701,207.275,207.06,208.914,208.914,208.915,208.915,
INUV    ,0,0,0,0,0,1.21,1.20331,1.20331,1.20331,1.20331,1.20248,1.20248,1.20248,1.20248,1.20248,1.20248,
INVA    ,0,0,0,0,0,19.832,19.917,19.8196,19.7014,19.4155,19.1968,18.0001,18.0362,18.0362,18.0362,18.0362,
INVE    ,0,0,0,0,0,5.28,5.28,5.28,5.28,5.31607,5.32257,5.47304,5.47368,5.47368,5.47368,5.47368,
INVH    ,0,0,0,0,0,20.4928,20.1837,20.1747,19.9752,20.1769,20.3941,20.5294,20.5294,20.5294,20.5294,20.5294,
INWK    ,0,0,0,0,0,4.47489,4.44886,4.44094,4.44945,4.45404,4.46163,4.45563,4.45927,4.45927,4.45927,4.45927,
INXN    ,0,0,0,0,0,42.0068,56.1066,57.1075,57.6744,57.5672,57.5206,58.0368,58.0368,58.0368,58.0368,58.0368,
INXX    ,0,0,0,0,0,0,10.71,10.69,10.6792,10.6792,10.6792,10.6792,10.6792,10.6792,10.6792,10.6792,
IO      ,0,0,0,0,0,8.53435,7.81645,7.46961,7.6786,7.72577,7.88079,8.36177,8.36177,8.36177,8.36177,8.36177,
IONS    ,0,0,0,0,0,53.8422,52.8456,52.4318,52.5816,52.7812,52.6948,52.8702,53.4919,53.4919,53.4919,53.4919,
IOO     ,0,0,0,0,0,44.3277,44.3278,44.3278,44.3278,44.3293,44.3638,44.4002,44.4002,44.4002,44.4002,44.4002,
IOR     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
IOSP    ,0,0,0,0,0,62.5128,63.4803,63.6629,65.0138,64.8134,63.7342,63.2319,65.3334,65.3334,65.3334,65.3334,
IOTS    ,0,0,0,0,0,4.77362,4.77427,4.6506,4.63353,4.6535,4.73646,4.69068,4.77643,4.77643,4.77643,4.77643,
IOVA    ,0,0,0,0,0,8.24677,8.11334,8.08805,8.12955,8.16272,8.06793,8.20891,8.3643,8.3643,8.3643,8.3643,
IP      ,0,0,0,0,0,43.8849,44.1799,44.359,44.527,44.5332,44.9135,44.9692,44.9692,44.9693,44.9693,44.9693,
IPAC    ,0,0,0,0,0,0,0,0,0,53.8276,54.2723,54.3333,54.3333,54.3333,54.3333,54.3333,
IPAR    ,0,0,0,0,0,67.3125,66.8237,66.8141,66.781,66.742,65.8947,63.6221,64.7834,64.7834,64.7834,64.7834,
IPAS    ,0,0,0,0,0,2.79186,2.78519,2.73576,2.73331,2.73455,2.74721,2.78693,2.78694,2.78694,2.78694,2.78694,
IPAY    ,0,0,0,0,0,38.69,38.6525,38.6924,38.7472,38.7503,37.7193,38.1467,38.1467,38.1467,38.1467,38.1467,
IPB     ,0,0,0,0,0,0,0,0,25.75,25.75,25.75,25.75,25.75,25.75,25.75,25.75,
IPCI    ,0,0,0,0.367726,0.364958,0.348212,0.343227,0.342754,0.342687,0.342555,0.342524,0.342321,0.341794,0.341786,0.341786,0.341786,
IPDN    ,0,0,0,0,0,1.33,1.33,1.30561,1.32623,1.32623,1.33632,1.33632,1.33632,1.33632,1.33632,1.33632,
IPE     ,0,0,0,0,0,0,54.12,54.12,54.12,54.12,54.12,54.338,54.338,54.338,54.338,54.338,
IPFF    ,0,0,0,0,0,15.61,15.61,15.61,15.61,15.61,15.61,15.61,15.61,15.61,15.61,15.61,
IPG     ,0,0,0,0,0,21.4379,21.9562,21.9313,22.0055,22.0845,21.9081,21.6233,21.6233,21.6233,21.6233,21.6233,
IPGP    ,0,0,0,0,0,127.272,126.245,126.886,127.257,127.32,127.647,128.639,129.714,129.714,129.714,129.714,
IPHI    ,0,0,0,0,0,37.632,37.424,37.4544,37.1923,36.8774,36.8517,36.92,36.92,36.92,36.92,36.92,
IPHS    ,0,0,0,0,0,29.7885,29.0699,27.7351,28.1274,28.1269,28.4397,27.8313,28.5606,28.5606,28.5606,28.5606,
IPI     ,0,0,0,0,0,3.15419,3.15291,3.16017,3.122,3.01114,3.05702,3.12841,3.12841,3.12841,3.12841,3.12841,
IPIC    ,0,0,0,0,0,4.87,4.87143,4.80305,4.80305,4.8277,4.8277,4.82832,4.82832,4.82832,4.82832,4.82832,
IPKW    ,0,0,0,0,0,30.8796,30.8789,30.8789,30.8789,30.8871,30.9102,31.1232,31.1232,31.1232,31.1232,31.1232,
IPLDP   ,0,0,0,0,0,24.9,24.9,24.9,24.9,24.9,24.9,24.9025,24.9025,24.9025,24.9025,24.9025,
IPO     ,0,0,0,0,0,26.86,26.86,26.86,26.86,26.86,26.86,26.86,26.86,26.86,26.86,26.86,
IPOA    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
IPOA+   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
IPOA=   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
IPOS    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
IPWR    ,0,0,0,0,0,0.37,0.37,0.369697,0.369697,0.369413,0.368663,0.352052,0.352086,0.352086,0.352086,0.352086,
IQ      ,0,0,0,19.3578,19.3671,18.3137,18.065,18.0952,18.1165,18.1447,18.1909,18.1668,18.2281,18.2283,18.2297,18.2301,
IQDE    ,0,0,0,0,0,0,21.825,21.825,21.8366,21.8343,21.9003,21.9196,21.9196,21.9196,21.9196,21.9196,
IQDF    ,0,0,0,0,0,0,22.7,22.7,22.7,22.7,22.7,22.8113,22.8113,22.8113,22.8113,22.8113,
IQDG    ,0,0,0,0,0,0,0,0,0,26.98,26.98,26.98,26.98,26.98,26.98,26.98,
IQDY    ,0,0,0,0,0,0,0,23.62,23.62,23.62,23.62,23.62,23.62,23.62,23.62,23.62,
IQI     ,0,0,0,0,0,11.7772,11.7775,11.7775,11.7775,11.7775,11.774,11.7754,11.7754,11.7754,11.7754,11.7754,
IQIN    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
IQLT    ,0,0,0,0,0,0,0,0,0,27.46,27.495,27.6627,27.6627,27.6627,27.6627,27.6627,
IQV     ,0,0,0,0,0,123.606,123.706,124.367,124.585,124.435,124.437,124.718,124.718,124.718,124.718,124.718,
IR      ,0,0,0,97.9223,97.9277,95.4532,95.0395,95.3638,95.9758,96.0519,96.3351,95.0585,95.0591,95.0591,95.0591,95.0591,
IRBO    ,0,0,0,0,0,0,22.38,22.3865,22.3865,22.3865,22.3865,22.3865,22.3865,22.3865,22.3865,22.3865,
IRBT    ,0,0,0,0,0,86.5799,86.1894,86.1658,86.3416,86.6402,87.2174,87.255,87.5643,87.567,87.567,87.567,
IRCP    ,0,0,0,0,0,21.74,21.6106,21.3331,21.3346,21.3346,21.3365,21.2092,21.2654,21.2654,21.2654,21.2654,
IRDM    ,0,0,0,0,0,18.3837,18.4848,18.5544,18.5218,18.5351,18.583,18.3472,18.5763,18.5763,18.5763,18.5763,
IRDMB   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
IRET    ,0,0,0,0,0,58.194,53.3057,52.6451,53.9846,54.866,55.2336,56.3092,56.3092,56.3092,56.3092,56.3092,
IRET-C  ,0,0,0,0,0,0,0,0,23.74,23.74,23.8051,23.8305,23.8305,23.8305,23.8305,23.8305,
IRIX    ,0,0,0,0,0,4.78731,4.78731,4.78731,4.78731,4.78731,4.78731,4.78101,4.78101,4.78101,4.78101,4.78101,
IRL     ,0,0,0,0,0,0,0,0,0,0,8.87,8.87,8.87,8.87,8.87,8.87,
IRM     ,0,0,0,36.59,36.59,36.1923,35.8653,35.9308,35.8904,35.9215,35.9856,36.0588,36.0592,36.0592,36.0592,36.0592,
IRMD    ,0,0,0,0,0,26.1796,26.809,26.7801,26.7645,26.7364,26.9201,26.5003,26.5203,26.5203,26.5177,26.5177,
IROQ    ,0,0,0,0,0,0,20,20,20,20,20.0001,20.0004,20.0004,20.0004,20.0004,20.0004,
IRR     ,0,0,0,0,0,4.94,4.928,4.92571,4.92235,4.92222,4.92908,4.92911,4.92911,4.92911,4.92911,4.92911,
IRS     ,0,0,0,0,0,14.4809,14.5733,14.5236,14.439,14.423,14.4318,14.4611,14.4611,14.4611,14.4611,14.4611,
IRT     ,0,0,0,0,0,10.1111,10.1794,10.0941,9.77837,9.9958,9.79445,9.75054,9.75162,9.75162,9.75162,9.75162,
IRTC    ,0,0,0,0,0,78.8728,78.9186,79.7148,81.4054,82.0003,82.2738,80.3807,81.4378,81.4378,81.4378,81.4378,
IRWD    ,0,0,0,0,0,12.0183,11.6924,11.8778,12.0672,12.1291,12.2881,12.0068,12.3729,12.3729,12.3729,12.3729,
ISBC    ,0,0,0,0,0,10.3113,10.5506,10.6843,10.7321,10.7886,10.8087,10.8725,11.0875,11.0875,11.0875,11.0875,
ISCA    ,0,0,0,0,0,43.3961,43.378,43.3371,42.7306,42.9924,41.9759,39.8303,41.164,41.164,41.164,41.164,
ISCF    ,0,0,0,0,0,0,0,27.84,27.84,27.8478,27.9973,27.9973,27.9973,27.9973,27.9973,27.9973,
ISD     ,0,0,0,0,0,0,13.75,13.7695,13.7696,13.77,13.7709,13.7752,13.7752,13.7752,13.7752,13.7752,
ISDR    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ISDS    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ISDX    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ISEM    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ISF     ,0,0,0,0,0,0,0,25.67,19.7462,23.6215,23.8663,23.9085,23.9085,23.9085,23.9085,23.9085,
ISG     ,0,0,0,0,0,0,25.54,25.5448,25.5577,25.5577,25.5717,25.5718,25.5718,25.5718,25.5718,25.5718,
ISHG    ,0,0,0,0,0,0,0,0,0,0,79.98,80.4075,80.4076,80.4076,80.4076,80.4076,
ISIG    ,0,0,0,0,0,1.23654,1.19163,1.18743,1.18736,1.18013,1.18027,1.18032,1.18032,1.18032,1.18032,1.18032,
ISMD    ,0,0,0,0,0,0,25.4349,25.4349,25.4349,25.4349,25.4349,25.4372,25.4372,25.4372,25.4372,25.4372,
ISNS    ,0,0,0,0,0,4.86,4.86,5.03355,5.03355,5.03355,5.03355,5.16272,5.16272,5.16272,5.16272,5.16272,
ISR     ,0,0,0,0,0.445,0.424506,0.417384,0.417118,0.417118,0.417118,0.416906,0.415334,0.415334,0.415334,0.415334,0.415334,
ISRA    ,0,0,0,0,0,0,0,0,0,0,0,30.8,30.8,30.8,30.8,30.8,
ISRG    ,0,0,0,0,0,496.469,493.891,489.358,490.011,487.725,483.906,481.132,486.545,486.561,486.583,486.583,
ISRL    ,0,0,0,0,0,116.999,116.896,116.896,116.317,115.631,114.876,114.812,114.517,114.517,114.517,114.517,
ISSC    ,0,0,0,0,0,2.08163,2.08163,2.10044,2.10076,2.10076,2.10076,2.10076,2.10103,2.10103,2.10103,2.10103,
ISTB    ,0,0,0,0,0,49.3396,49.3392,49.339,49.3386,49.339,49.3487,48.9277,48.9331,48.9331,48.9331,48.9331,
ISTR    ,0,0,0,0,0,23.0207,23.0467,23.0467,23.0709,23.0936,23.118,21.8034,22.9342,22.9342,22.9342,22.9342,
ISZE    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
IT      ,0,0,0,0,0,127.708,129.447,131.363,131.254,131.311,131.364,131.974,131.974,131.974,131.974,131.974,
ITA     ,0,0,0,0,0,192.78,180.315,180.327,183.181,184.4,185.305,186.114,186.114,186.114,186.114,186.114,
ITB     ,0,0,0,0,0,28.9803,28.0985,27.6605,27.9508,27.9748,28.1744,28.0062,28.0068,28.0068,28.0068,28.0068,
ITCB    ,0,0,0,0,0,0,0,0,14.965,14.8925,14.8925,14.8925,14.8925,14.8925,14.8925,14.8925,
ITCI    ,0,0,0,0,0,10.5712,10.247,10.4578,10.6475,10.8702,10.9248,10.874,10.9963,10.9963,10.9963,10.9963,
ITE     ,0,0,0,0,0,59.375,59.386,59.3819,59.3805,59.3797,59.4278,59.4278,59.4278,59.4278,59.4278,59.4278,
ITEQ    ,0,0,0,0,0,0,34.145,34.145,34.145,34.145,34.3271,34.3271,34.3271,34.3271,34.3271,34.3271,
ITG     ,0,0,0,0,0,30.243,30.2404,30.2435,30.246,30.2467,30.2472,30.078,30.078,30.078,30.078,30.078,
ITGR    ,0,0,0,0,0,55.2338,68.5158,73.2348,74.6556,75.4566,75.6077,76.5808,76.5808,76.5808,76.5808,76.5808,
ITI     ,0,0,0,0,0,3.72219,3.72062,3.59137,3.65051,3.68707,3.72326,3.74647,3.79642,3.79642,3.79642,3.79642,
ITIC    ,0,0,0,0,0,170.675,170.019,170.259,170.272,170.532,170.795,171.191,171.922,171.922,171.922,171.922,
ITM     ,0,0,0,0,0,0,0,45.0077,45.1776,45.1776,46.4741,46.5996,46.5996,46.5996,46.5996,46.5996,
ITOT    ,0,0,0,0,0,56.2385,59.9014,59.2921,59.6838,59.7948,58.7268,59.407,59.407,59.407,59.407,59.407,
ITP     ,0,0,0,0,0,0,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,
ITRI    ,0,0,0,0,0,49.3029,49.6661,50.3437,50.396,49.2295,48.7,48.0211,49.6813,49.6813,49.6813,49.6813,
ITRM    ,0,0,0,0,0,6.50025,6.58582,6.59632,6.59632,6.59632,6.59632,6.59632,6.60454,6.60454,6.60454,6.60454,
ITRN    ,0,0,0,0,0,32.3116,32.3187,32.3786,32.4175,32.4497,31.8063,32.0411,32.0965,32.0965,32.0965,32.0965,
ITT     ,0,0,0,0,0,48.4899,50.62,50.7469,50.0268,50.3292,50.8266,50.8892,50.8892,50.8892,50.8892,50.8892,
ITUB    ,0,0,0,10.27,10.27,7.75957,8.0021,8.27373,8.32214,8.49949,8.39972,8.2262,8.2262,8.2262,8.2262,8.2262,
ITW     ,0,0,0,0,0,128.926,130.039,130.724,130.965,130.7,130.73,130.79,130.79,130.79,130.79,130.79,
IUS     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
IUSB    ,0,0,0,0,0,49.56,49.56,48.7157,48.7227,47.9926,48.0203,48.5076,48.5096,48.5096,48.5096,48.5096,
IUSG    ,0,0,0,0,0,50.5729,52.9667,53.5047,54.0748,54.2394,52.8434,52.3636,52.3747,52.3747,52.3747,52.3747,
IUSS    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
IUSV    ,0,0,0,0,0,50.0295,50.0281,49.7499,49.8127,50.1014,48.7199,48.7603,48.7978,48.7978,48.7978,48.7978,
IVAC    ,0,0,0,0,0,5.398,5.37157,5.33973,5.33833,5.33056,5.33436,5.07506,5.09509,5.09509,5.14403,5.30351,
IVAL    ,0,0,0,0,0,0,27.68,27.68,27.68,27.68,27.6807,27.7837,27.7837,27.7837,27.7837,27.7837,
IVC     ,0,0,0,0,0,4.51087,4.74768,4.76155,4.82282,4.81882,4.88913,4.9558,4.9558,4.9558,4.9558,4.9558,
IVE     ,0,0,0,0,0,87.7715,90.4327,101.345,102.66,102.605,100.558,96.2649,96.2871,96.2871,96.2871,96.2871,
IVENC   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
IVFGC   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
IVFVC   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
IVH     ,0,0,0,0,0,13.09,13.09,13.09,13.09,13.09,13.0918,13.0943,13.0943,13.0943,13.0943,13.0943,
IVLU    ,0,0,0,0,0,0,23.43,23.43,23.43,23.43,23.43,23.43,23.43,23.43,23.43,23.43,
IVOG    ,0,0,0,0,0,127.34,126.995,127.154,127.154,127.154,127.178,72.8423,72.8423,72.8423,72.8423,72.8423,
IVOO    ,0,0,0,0,0,122.316,122.324,122.347,122.347,122.347,122.645,122.724,122.724,122.724,122.724,122.724,
IVOV    ,0,0,0,0,0,116.43,116.541,116.541,116.575,116.632,116.645,116.755,116.755,116.755,116.755,116.755,
IVR     ,0,0,0,0,0,15.973,15.9818,15.9091,15.577,15.1224,14.9993,15.0395,15.0395,15.0395,15.0395,15.0395,
IVR-A   ,0,0,0,0,0,0,0,0,0,24.978,24.97,24.1072,24.1072,24.1072,24.1072,24.1072,
IVR-B   ,0,0,0,0,0,0,0,0,0,25.5798,25.6434,25.6524,25.6524,25.6524,25.6524,25.6524,
IVR-C   ,0,0,0,0,0,0,24.54,24.54,24.54,24.54,24.54,24.54,24.54,24.54,24.54,24.54,
IVV     ,0,0,0,0,266.33,256.576,257.156,256.925,255.066,255.943,254.143,255.386,255.449,255.444,255.444,255.444,
IVW     ,0,0,0,0,0,117.963,115.332,126.084,130.738,131.807,140.487,137.417,137.417,137.417,137.417,137.417,
IVZ     ,0,0,0,0,18.4945,18.1374,17.9443,18.0007,17.8698,17.7681,17.6618,17.5818,17.5818,17.5818,17.5818,17.5818,
IWB     ,0,0,0,0,0,138.54,142.011,140.688,141.397,137.279,123.928,127.329,127.329,127.329,127.329,127.329,
IWC     ,0,0,0,0,0,89.57,75.7689,75.7689,77.3154,77.3845,73.1298,79.0395,79.0395,79.0395,79.0395,79.0395,
IWD     ,0,0,0,0,0,108.841,104.286,103.932,100.506,97.5276,97.7584,98.8236,98.8291,98.8291,98.8291,98.8291,
IWF     ,0,0,0,0,0,100.006,112.37,117.05,119.644,120.742,121.003,122.733,122.858,122.883,122.883,122.883,
IWL     ,0,0,0,0,0,0,0,0,0,41.08,41.08,49.448,49.448,49.448,49.448,49.448,
IWM     ,0,146.55,146.55,113.45,133.954,136.043,135.656,135.012,134.253,134.08,133.939,134.327,134.626,134.628,134.636,134.634,
IWN     ,0,0,0,0,0,112.605,112.567,112.662,113.532,113.535,114.86,115.762,115.762,115.762,115.762,115.762,
IWO     ,0,0,0,0,0,183.598,176.142,170.441,166.099,160.718,161.668,165.67,165.67,165.67,165.67,165.67,
IWP     ,0,0,0,0,0,123.9,123.818,124.226,121.15,121.307,121.945,105.431,105.431,105.431,105.431,105.431,
IWR     ,0,0,0,0,0,49.5299,49.9557,50.1025,49.5941,49.4799,48.3981,47.7066,47.7066,47.7066,47.7066,47.7066,
IWS     ,0,0,0,0,0,79.6969,81.3809,81.9728,82.4217,80.1895,80.0003,73.9654,73.9991,73.9991,73.9991,73.9991,
IWV     ,0,0,0,0,0,156.489,125.311,135.486,137.191,140.025,142.32,143.002,143.002,143.002,143.002,143.002,
IWX     ,0,0,0,0,0,0,50.06,50.11,50.11,50.11,50.2837,50.2837,50.2837,50.2837,50.2837,50.2837,
IWY     ,0,0,0,0,0,0,42.232,53.34,58.0922,61.7676,64.5984,64.3367,64.3367,64.3367,64.3367,64.3367,
IX      ,0,0,0,0,0,73.8647,73.8647,73.8619,73.9103,74.0118,74.0189,74.1887,74.1887,74.1887,74.1887,74.1887,
IXC     ,0,0,0,0,0,31.9458,30.5119,31.1918,31.026,31.0052,31.1115,31.0387,31.0387,31.0387,31.0387,31.0387,
IXG     ,0,0,0,0,0,61.4205,61.4205,61.4205,61.4205,61.4259,61.6952,61.7523,61.7523,61.7523,61.7523,61.7523,
IXJ     ,0,0,0,0,0,51.868,54.1068,54.6766,54.9791,55.2449,54.7267,55.5922,55.5922,55.5922,55.5922,55.5922,
IXN     ,0,0,0,0,0,153.256,153.163,153.169,153.173,153.174,153.483,153.774,153.774,153.774,153.774,153.774,
IXP     ,0,0,0,0,0,0,52.745,52.745,52.7543,52.7543,52.8207,52.8207,52.8207,52.8207,52.8207,52.8207,
IXUS    ,0,0,0,0,0,56.0612,55.2019,48.5971,49.0191,45.7554,47.8735,46.0987,46.2896,46.2896,46.2896,46.2896,
IYC     ,0,0,0,0,0,0,193.05,193.225,193.228,193.048,138.64,151.606,151.606,151.606,151.606,151.606,
IYE     ,0,0,0,0,0,25.4564,26.5348,25.9191,27.39,27.3168,28.9493,29.2232,29.2309,29.2309,29.2309,29.2309,
IYF     ,0,0,0,0,0,59.9346,93.5892,106.819,106.35,103.676,106.091,105.119,105.119,105.119,105.119,105.119,
IYG     ,0,0,0,0,0,123.57,47.9314,50.7883,63.7477,63.7477,81.4725,92.0001,92.0001,92.0001,92.0001,92.0001,
IYH     ,0,0,0,0,0,187.22,158.694,146.952,136.009,136.772,145.803,160.261,160.261,160.261,160.261,160.261,
IYJ     ,0,0,0,0,0,140.841,140.645,141.108,141.248,141.283,141.699,135.712,135.712,135.712,135.712,135.712,
