,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,
CIM-C   ,0,0,0,0,0,0,0,0,0,24.84,24.84,24.84,24.84,24.84,24.84,24.84,
CIM-D   ,0,0,0,0,0,24.8487,24.8629,24.8638,24.8724,24.873,24.8762,24.8762,24.8762,24.8762,24.8762,24.8762,
CINF    ,0,0,0,0,0,74.6627,74.3593,75.1626,75.3188,75.1693,75.3839,76.0008,77.1384,77.1384,77.1384,77.1384,
CINR    ,0,0,0,0,0,0,23.29,23.29,23.29,23.29,23.29,23.1876,23.1876,23.1876,23.1876,23.1876,
CIO     ,0,0,0,0,0,11.15,11.3286,11.3721,11.3889,11.3021,10.9514,10.8664,10.8664,10.8664,10.8664,10.8664,
CIO-A   ,0,0,0,0,0,0,0,0,0,22,22,22,22,22,22,22,
CIR     ,0,0,0,0,0,25.96,23.5275,22.8458,23.3521,23.9704,24.4634,25.3306,25.3306,25.3306,25.3306,25.3306,
CISN    ,0,0,0,0,0,11.9533,11.9813,11.9926,11.8419,11.8844,11.8457,11.7751,11.7751,11.7751,11.7751,11.7751,
CIT     ,0,0,0,0,0,42.3659,43.7364,44.547,44.5968,44.7011,45.0541,45.0977,45.0977,45.0977,45.0977,45.0977,
CIVB    ,0,0,0,0,0,18.92,18.92,18.8731,18.877,18.8801,18.893,18.2189,18.5653,18.5653,18.5653,18.5653,
CIVBP   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CIVEC   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CIVI    ,0,0,0,0,0,17.6712,17.6712,17.6809,17.6922,17.6947,17.6939,17.2737,17.2737,17.2737,17.2737,17.2737,
CIX     ,0,0,0,0,0,0,0,0,14.67,14.67,14.6506,14.6506,14.6506,14.6506,14.6506,14.6506,
CIZ     ,0,0,0,0,0,31.39,31.4658,31.4657,31.4657,31.4657,31.4657,31.4657,31.4657,31.4657,31.4657,31.4657,
CIZN    ,0,0,0,0,0,0,0,21.3219,21.5483,21.5652,21.5652,21.6039,21.605,21.605,21.605,21.605,
CJ      ,0,0,0,0,0,14.5678,14.3881,14.7887,15.2301,15.2338,15.1849,15.1903,15.1903,15.1903,15.1903,15.1903,
CJJD    ,0,0,0,0,0,2.08161,2.08014,2.08973,2.09269,2.09247,2.09494,2.08981,2.08981,2.08981,2.08981,2.08981,
CJNK    ,0,0,0,0,0,0,0,0,0,0,0,25.37,25.37,25.37,25.37,25.37,
CKH     ,0,0,0,0,0,42.4702,41.6136,41.6068,41.5808,41.5803,41.6219,41.6498,41.6498,41.6498,41.6498,41.6498,
CKPT    ,0,0,0,0,0,3.44,3.44,3.39796,3.31023,3.5562,3.5956,3.59179,3.59182,3.59182,3.59182,3.59182,
CKX     ,0,0,0,0,0,0,0,0,0,0,0,10.28,10.27,10.27,10.27,10.27,
CL      ,0,0,0,0,0,61.5309,61.0324,61.4297,61.4868,61.1864,61.2685,61.3798,61.3798,61.3798,61.3799,61.3799,
CLAR    ,0,0,0,0,0,10.7317,10.5381,10.7062,10.8519,10.8547,10.8356,10.765,10.8248,10.8248,10.8248,10.8248,
CLB     ,0,0,0,0,0,57.7657,65.0121,66.1721,66.5144,66.5793,65.7596,66.2991,66.2991,66.2991,66.2991,66.2991,
CLBK    ,0,0,0,0,0,14.7767,14.6842,14.6968,14.7015,14.6986,14.4748,12.7781,13.9452,13.9452,13.9452,13.9452,
CLBS    ,0,0,0,0,0,4.9336,4.93331,4.93331,4.93544,4.95136,4.95468,4.92809,4.92809,4.92809,4.92809,4.92809,
CLCT    ,0,0,0,0,0,13.5079,13.5079,13.5088,13.5352,13.5285,13.5285,13.5333,13.5353,13.5353,13.5353,13.5353,
CLD     ,0,0,0,0.393,0.38966,0.368915,0.361223,0.362666,0.363414,0.371909,0.374942,0.377942,0.377942,0.377991,0.377991,0.377991,
CLDC    ,0,0,0,0,0,1.23409,1.23269,1.22801,1.22801,1.22801,1.22794,1.2275,1.22749,1.22749,1.22749,1.22749,
CLDR    ,0,0,0,0,0,12.4508,12.1679,12.3062,12.1526,12.2224,12.2061,12.219,12.2196,12.2196,12.2201,12.2201,
CLDT    ,0,0,0,0,0,20.0148,20.1134,19.9863,20.0039,20.0117,20.0478,20.0558,20.0558,20.0558,20.0558,20.0558,
CLDX    ,0,0,0,0,0,0.351504,0.361569,0.359908,0.366232,0.371526,0.378203,0.380835,0.381031,0.381031,0.381031,0.38104,
CLF     ,0,0,0,9.65843,9.70577,9.15519,9.14238,9.22921,9.2493,9.24239,9.25165,9.29273,9.29299,9.29307,9.29307,9.29318,
CLFD    ,0,0,0,0,0,11.9454,11.9519,11.9519,11.9519,11.9519,11.9576,12.0029,12.0505,12.0505,12.0505,12.0505,
CLGN    ,0,0,0,0,0,5.8,5.82482,5.85331,5.85331,5.85511,5.85511,5.8613,5.8613,5.8613,5.8613,5.8613,
CLGX    ,0,0,0,0,0,35.9407,35.8676,35.8702,35.3533,35.2205,35.3821,35.6438,35.6438,35.6438,35.6438,35.6438,
CLH     ,0,0,0,0,0,58.6409,58.4071,58.4556,58.5143,58.569,58.7674,59.1372,59.1372,59.1372,59.1372,59.1372,
CLI     ,0,0,0,0,0,20.2434,19.6783,19.5503,19.7166,19.8372,19.902,19.9551,19.9551,19.9551,19.9551,19.9551,
CLIR    ,0,0,0,0,0,1.23844,1.236,1.2355,1.24871,1.25278,1.25278,1.24979,1.24931,1.24931,1.24931,1.24931,
CLIX    ,0,0,0,0,0,0,47.16,47.16,47.16,47.16,47.16,47.16,47.16,47.16,47.16,47.16,
CLLS    ,0,0,0,0,0,16.5965,16.6036,16.328,16.3444,16.266,16.2996,15.8573,15.9153,15.9153,15.9153,15.9153,
CLM     ,0,0,0,0,0,11.9286,11.9383,11.9394,11.9437,11.9445,11.9618,11.9709,11.9709,11.9709,11.9709,11.9709,
CLMT    ,0,0,0,0,0,3.23,3.23714,3.29692,3.29696,3.33698,3.33667,3.31842,3.31165,3.31165,3.31165,3.31165,
CLNC    ,0,0,0,0,15.31,16.1901,15.5846,15.8046,15.9426,15.6909,15.7387,15.8796,15.8796,15.8796,15.8796,15.8796,
CLNE    ,0,0,0,0,0,1.89982,1.88898,1.8885,1.88815,1.88637,1.88798,1.84551,1.88178,1.88178,1.88178,1.88178,
CLNY    ,0,0,0,0,0,4.55735,4.64063,4.73739,4.89333,4.87019,4.88344,4.96523,4.96523,4.96523,4.96523,4.96523,
CLNY-B  ,0,0,0,0,0,0,0,0,0,0,25.06,25.0427,25.0427,25.0427,25.0427,25.0427,
CLNY-E  ,0,0,0,0,0,0,0,0,0,0,0,25.3419,25.3419,25.3419,25.3419,25.3419,
CLNY-G  ,0,0,0,0,0,0,0,21.75,21.75,21.75,21.7763,21.7763,21.7763,21.7763,21.7763,21.7763,
CLNY-H  ,0,0,0,0,0,0,0,20.31,20.31,20.31,20.31,20.4081,20.4081,20.4081,20.4081,20.4081,
CLNY-I  ,0,0,0,0,0,0,20.34,20.34,20.34,20.34,20.4585,20.4585,20.4585,20.4585,20.4585,20.4585,
CLNY-J  ,0,0,0,0,0,0,0,20.32,20.3175,20.3318,20.4024,20.4455,20.4455,20.4455,20.4455,20.4455,
CLPR    ,0,0,0,0,0,12.8956,12.8974,12.8863,12.8813,12.8811,12.8811,12.9146,12.9146,12.9146,12.9146,12.9146,
CLPS    ,0,0,0,0,0,6.44993,6.17881,6.20855,6.2183,6.22563,6.22697,6.24099,6.24173,6.24173,6.24173,6.24173,
CLR     ,0,0,0,45.65,45.65,42.5826,43.1956,44.0158,44.7285,45.0235,45.1643,45.2932,45.2932,45.2932,45.2932,45.2932,
CLRB    ,0,0,0,0,0,2.02,1.96031,1.96044,1.96044,1.96044,1.96215,1.96781,1.96865,1.96865,1.96865,1.96865,
CLRBW   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CLRBZ   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CLRG    ,0,0,0,0,0,0,0,23.3123,23.3587,23.3587,23.3832,23.3934,23.4019,23.4019,23.4019,23.4019,
CLRO    ,0,0,0,0,0,2.10905,2.08563,2.05062,2.03204,2.02622,2.02596,2.00707,2.00594,2.00594,2.00594,2.00594,
CLS     ,0,0,0,0,0,9.34472,9.43917,9.51905,9.58624,9.62265,9.53732,9.60185,9.60185,9.60185,9.60185,9.60185,
CLSD    ,0,0,0,0,0,1.11983,1.11892,1.12242,1.12359,1.06155,1.07887,1.12309,1.13854,1.13854,1.13854,1.13854,
CLSN    ,0,0,0,0,0,2.13,2.10112,2.10129,2.11298,2.11547,2.12371,2.10305,2.10556,2.10556,2.10556,2.10556,
CLTL    ,0,0,0,0,0,0,0,105.46,105.46,105.46,105.46,105.46,105.46,105.46,105.46,105.46,
CLUB    ,0,0,0,0,0,6.01611,5.97516,5.98992,5.9837,5.98353,5.98253,5.53444,5.70151,5.70151,5.70151,5.70151,
CLVS    ,0,0,0,0,0,23.5499,23.4925,23.5768,23.6064,23.566,23.5719,23.4965,23.6098,23.6099,23.6099,23.6099,
CLW     ,0,0,0,0,0,29.2227,29.2867,31.0317,31.3448,31.4985,31.7826,31.8051,31.8051,31.8051,31.8051,31.8051,
CLWT    ,0,0,0,0,0,3.04,3.00923,3.0369,3.0369,3.03698,3.03698,3.03698,3.03698,3.03698,3.03698,3.03698,
CLX     ,0,0,0,0,0,145.184,145.6,145.474,145.271,145.027,145.033,144.78,144.78,144.78,144.78,144.78,
CLXT    ,0,0,0,0,0,11.6307,11.8942,11.8017,11.9736,11.8925,11.9219,11.9896,12.1501,12.1501,12.1501,12.1501,
CM      ,0,0,0,0,0,77.8954,79.9717,80.5002,80.9934,81.6236,82.2096,82.1804,82.1804,82.1804,82.1804,82.1804,
CMA     ,0,0,0,0,0,62.2212,62.6951,62.7867,62.4569,62.2293,65.2358,71.7228,71.7237,71.7237,71.7237,71.7237,
CMBS    ,0,0,0,0,0,50.51,50.51,50.4773,50.4773,50.4773,50.4773,50.5307,50.5307,50.5307,50.5307,50.5307,
CMC     ,0,0,0,0,0,15.8017,16.0275,16.2525,16.2179,16.3789,16.4882,16.6035,16.6035,16.6035,16.6035,16.6035,
CMCL    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CMCM    ,0,0,0,0,0,6.73818,6.54173,6.48411,6.45072,6.45799,6.40712,6.31222,6.31222,6.31765,6.31765,6.31906,
CMCO    ,0,0,0,0,0,34.117,32.4815,32.6339,32.775,33.6062,33.5481,33.8131,34.3087,34.3087,34.3087,34.3087,
CMCSA   ,0,0,0,0,35.8726,32.355,31.6226,31.4953,31.2727,31.2739,31.2317,31.2977,32.4466,32.4467,32.4468,32.4468,
CMCT    ,0,0,0,0,0,0,0,0,0,0,17.65,17.6497,17.6497,17.6497,17.6497,17.6497,
CMCTP   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CMD     ,0,0,0,0,0,79.1137,79.188,79.1995,77.0209,75.0638,72.8495,72.8077,72.8077,72.8088,72.8088,72.8088,
CMDY    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CME     ,0,0,0,0,0,175.378,173.777,174.659,174.556,172.536,174.383,174.936,175.875,175.875,175.875,175.875,
CMF     ,0,0,0,0,0,0,0,58.45,58.46,58.46,58.4645,58.4413,58.4413,58.4413,58.4413,58.4413,
CMFN    ,0,0,0,0,0,7.44175,7.44285,7.4429,7.46491,7.46491,7.46491,7.47235,7.47786,7.47786,7.47786,7.47786,
CMFNL   ,0,0,0,0,0,0,0,0,0,0,25.19,25.19,25.19,25.19,25.19,25.19,
CMG     ,0,0,0,0,0,514.827,524.894,523.408,525.078,520.77,524.904,522.67,522.67,522.67,522.67,522.67,
CMI     ,0,0,0,0,0,140.607,140.907,142.048,142.488,142.506,143.218,143.703,143.703,143.703,143.703,143.703,
CMLS    ,0,0,0,0,0,12.17,12.0926,12.0926,12.0926,12.0557,12.0469,12.0474,12.048,12.048,12.048,12.048,
CMO     ,0,0,0,0,0,6.89639,6.82998,7.12132,7.12508,6.79572,6.75927,6.80898,6.80898,6.80898,6.80898,6.80898,
CMO-E   ,0,0,0,0,0,0,0,0,24.76,24.76,24.76,24.813,24.813,24.813,24.813,24.813,
CMP     ,0,0,0,0,0,51.4204,51.2154,51.5129,51.5358,51.5485,51.6704,51.7334,51.7334,51.7334,51.7334,51.7334,
CMPR    ,0,0,0,0,0,118.912,118.611,118.243,116.116,115.793,114.589,113.779,114.269,114.269,114.269,114.269,
CMRE    ,0,0,0,0,0,4.75736,4.64761,4.65384,4.72406,4.76553,4.71743,4.74623,4.74623,4.74623,4.74623,4.74623,
CMRE-B  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CMRE-C  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CMRE-D  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CMRE-E  ,0,0,0,0,0,0,0,0,0,0,0,23.2058,23.2058,23.2058,23.2058,23.2058,
CMRX    ,0,0,0,0,0,2.20188,2.22198,2.2403,2.24746,2.25259,2.26467,2.29511,2.32624,2.32624,2.32624,2.32624,
CMS     ,0,0,0,0,0,43.0537,45.7162,45.6639,45.8206,46.3407,46.6536,47.4578,47.4578,47.4578,47.4578,47.4578,
CMS-B   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CMSA    ,0,0,0,0,0,0,0,0,0,0,0,25.0154,25.0154,25.0154,25.0154,25.0154,
CMSC    ,0,0,0,0,0,0,0,25.5052,25.5052,25.5052,25.4974,25.4976,25.4976,25.4976,25.4976,25.4976,
CMSS    ,0,0,0,0,0,10.22,10.22,10.22,10.22,10.22,10.22,10.22,10.22,10.22,10.22,10.22,
CMSSR   ,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.2867,0.284795,0.284795,0.284795,0.284795,0.284795,
CMSSU   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CMSSW   ,0,0,0,0,0,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,
CMT     ,0,0,0,0,0,0,8.35,8.35,8.35,8.35,8.35,8.36243,8.36243,8.36243,8.36243,8.36243,
CMTA    ,0,0,0,0,0,13.37,13.216,13.0905,13.1182,13.1182,13.0548,13.0571,13.1035,13.1035,13.1035,13.1035,
CMTL    ,0,0,0,0,0,24.972,24.8544,23.1926,22.5718,22.8011,23.0077,22.7771,23.5858,23.5858,23.5858,23.5858,
CMU     ,0,0,0,0,0,0,4.53444,4.54043,4.53806,4.53771,4.53655,4.53647,4.53647,4.53647,4.53647,4.53647,
CN      ,0,0,0,0,0,0,0,0,0,0,31.3396,31.3396,31.3396,31.3396,31.3396,31.3396,
CNA     ,0,0,0,0,0,44.7778,44.8363,45.0359,45.0876,44.6412,44.0848,43.9911,43.9911,43.9911,43.9911,43.9911,
CNAC    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CNACR   ,0,0,0,0,0,0,0,0,0,0.141,0.141,0.141,0.141,0.141,0.141,0.141,
CNACU   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CNACW   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CNAT    ,0,0,0,0,0,2.13999,2.12834,2.1486,2.16629,2.17079,2.16677,2.16346,2.16543,2.16556,2.16556,2.16556,
CNBKA   ,0,0,0,0,0,76.9274,76.7237,76.5187,76.5123,76.5094,76.5138,76.5199,76.6067,76.6067,76.6067,76.6067,
CNC     ,0,0,0,0,0,128.793,128.14,128.077,127.717,127.354,127.502,127.388,127.388,127.388,127.388,127.388,
CNCE    ,0,0,0,0,0,13.7739,13.4712,13.5793,13.5549,13.6286,13.6628,13.1542,13.5177,13.5177,13.5177,13.5177,
CNCR    ,0,0,0,0,0,19.9,19.8999,19.8999,19.9116,19.9116,19.9116,19.9116,19.9148,19.9148,19.9148,19.9148,
CNDT    ,0,0,0,0,0,12.6698,11.8742,11.9836,11.939,11.8892,11.9532,11.8973,11.8973,11.8973,11.8973,11.8973,
CNET    ,0,0,0,0,0,1.47352,1.48534,1.49039,1.49764,1.53251,1.53273,1.52806,1.52798,1.52798,1.52798,1.52798,
CNF     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CNFR    ,0,0,0,0,0,4.59,4.59,4.59,4.59,4.59,4.59,4.58053,4.58048,4.58048,4.58048,4.58048,
CNFRL   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CNHI    ,0,9.99,9.99,9.995,9.995,8.19295,8.91545,9.10599,9.34496,9.32768,9.44089,9.53574,9.53574,9.53574,9.53574,9.53574,
CNHX    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CNI     ,0,0,0,0,83.33,82.4837,80.498,80.6953,81.0864,81.0017,81.0332,79.8489,79.8489,79.8489,79.8489,79.8489,
CNK     ,0,0,0,0,0,39.401,39.5264,38.9414,39.2003,39.1083,39.227,39.1668,39.1668,39.1668,39.1668,39.1668,
CNMD    ,0,0,0,0,0,66.1545,65.6058,65.2981,64.1521,65.0548,65.7263,65.2293,67.5503,67.5503,67.5503,67.5503,
CNNE    ,0,0,0,0,0,18.5177,18.528,17.744,17.5799,17.8447,17.8947,18.1454,18.1454,18.1454,18.1454,18.1454,
CNO     ,0,0,0,0,0,16.8907,15.7335,15.4572,15.4618,15.5951,15.9853,16.2509,16.2509,16.2509,16.2509,16.2509,
CNOB    ,0,0,0,0,0,20.0814,19.1566,18.6892,18.9222,18.9762,19.4662,18.88,19.2713,19.2713,19.2713,19.2713,
CNP     ,0,0,0,0,0,28.0116,28.6094,28.4927,28.6087,28.4581,28.6522,28.4373,28.4373,28.4373,28.4373,28.4373,
CNP-B   ,0,0,0,0,0,0,0,52.76,52.785,52.756,52.756,52.8365,52.8365,52.8365,52.8365,52.8365,
CNQ     ,0,0,0,0,0,24.9768,25.2439,24.7051,24.7747,24.9489,25.3044,25.1159,25.1159,25.1159,25.1159,25.1159,
CNS     ,0,0,0,0,0,37.122,37.0487,36.0849,33.9832,33.3641,34.258,32.4812,32.4812,32.4812,32.4812,32.4812,
CNSL    ,0,0,0,0,0,10.2076,10.1885,9.8999,9.92608,9.79142,9.84119,9.91652,10.0866,10.0866,10.0866,10.0866,
CNST    ,0,0,0,0,0,6.64137,6.70644,6.7066,6.40857,6.43978,6.67607,6.77647,6.77942,6.77942,6.77942,6.77942,
CNTF    ,0,0,0,0,0,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.235,1.235,1.235,1.235,
CNTY    ,0,0,0,0,0,7.68182,7.25453,7.29639,7.38363,7.32714,7.27242,7.38507,7.5408,7.5408,7.5408,7.5408,
CNX     ,0,0,0,0,0,12.8078,12.6796,12.5103,12.591,12.7114,12.7105,12.8616,12.8616,12.8616,12.8616,12.8616,
CNXM    ,0,0,0,0,0,0,17.2301,16.3785,16.6879,16.8324,16.9954,17.0208,17.0287,17.0287,17.0287,17.0287,
CNXN    ,0,0,0,0,0,31.8521,31.8582,31.8885,31.2456,31.2685,30.5677,30.8223,31.1936,31.1936,31.1936,31.1936,
CNXT    ,0,0,0,0,0,0,0,0,0,0,22.1,22.1,22.1,22.1,22.1,22.1,
CNY     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CNYA    ,0,0,0,0,0,0,0,0,0,24.55,24.55,24.55,24.55,24.55,24.55,24.55,
CO      ,0,0,0,0,0,0,6.23,6.17118,4.96852,5.08299,5.08299,5.872,5.872,5.872,5.872,5.872,
COCP    ,0,0,0,0,0,2.98093,2.97323,2.97323,2.97323,2.97323,2.97323,2.95642,2.92647,2.92647,2.92647,2.92647,
CODA    ,0,0,0,0,0,5.80541,5.82343,5.84749,5.90057,5.96138,5.97921,5.98152,5.99035,5.99035,5.99035,5.99035,
CODI    ,0,0,0,0,0,14.61,14.5501,14.559,14.5624,14.563,14.6366,13.7527,13.7527,13.7527,13.7527,13.7527,
CODI-A  ,0,0,0,0,0,0,0,0,19.4838,19.4838,19.4838,19.4838,19.4838,19.4838,19.4838,19.4838,
CODI-B  ,0,0,0,0,0,0,0,0,0,20.29,20.3008,20.3142,20.3142,20.3142,20.3142,20.3142,
CODX    ,0,0,0,1.85384,2.23838,3.19081,3.1616,3.07908,3.02497,2.98421,2.94484,2.9093,2.90609,2.90595,2.90595,2.90584,
COE     ,0,0,0,0,0,7.69887,7.6978,7.6978,7.6978,7.6978,7.6978,7.69791,7.69791,7.69791,7.69791,7.69791,
COF     ,0,0,0,0,0,76.4565,76.8145,77.203,77.7643,77.8607,78.0914,77.6262,77.6262,77.6262,77.6262,77.6262,
COF-C   ,0,0,0,0,0,0,25.56,25.575,25.575,25.575,25.5791,25.577,25.577,25.577,25.577,25.577,
COF-D   ,0,0,0,0,0,0,26.0155,26.0155,26.0428,26.0428,26.0468,26.0402,26.0402,26.0402,26.0402,26.0402,
COF-F   ,0,0,0,0,0,25.98,25.98,26.1381,26.1381,26.1381,26.1382,26.1423,26.1423,26.1423,26.1423,26.1423,
COF-G   ,0,0,0,0,0,23.66,23.6948,23.6948,23.6948,23.7297,23.7297,23.9607,23.9607,23.9607,23.9607,23.9607,
COF-H   ,0,0,0,0,0,25.34,25.34,25.415,25.415,25.47,25.47,25.47,25.47,25.47,25.47,25.47,
COF-P   ,0,0,0,0,0,0,25.1501,25.195,25.195,25.1952,25.1982,25.2055,25.2055,25.2055,25.2055,25.2055,
COG     ,0,0,0,0,0,22.7587,23.0417,23.473,23.6894,23.3827,23.5688,23.314,23.314,23.314,23.314,23.314,
COHN    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COHR    ,0,0,0,115,113.406,105.941,104.092,105.868,107.303,108.148,109.177,110.522,111.078,111.078,111.078,111.078,
COHU    ,0,0,0,0,0,17.4918,17.2296,17.2529,17.143,17.109,16.8739,16.3906,16.7482,16.7482,16.7482,16.7482,
COKE    ,0,0,0,0,0,210.99,210.997,211.599,211.823,211.875,211.866,211.239,211.476,211.476,211.476,211.476,
COLB    ,0,0,0,0,0,35.727,35.7048,35.6857,35.526,35.6252,35.5226,33.7491,34.4391,34.4391,34.4391,34.4391,
COLD    ,0,0,0,0,0,27.6011,28.1607,28.0882,28.1705,28.0331,28.1491,27.9226,27.9226,27.9226,27.9226,27.9226,
COLL    ,0,0,0,0,0,15.3825,15.3836,15.1234,14.9675,15.0135,15.053,14.8698,15.144,15.144,15.144,15.144,
COLM    ,0,0,0,0,88.24,76.9898,82.5961,84.6774,84.3698,82.8187,83.5202,82.9411,83.9007,83.9007,83.9007,83.9007,
COM     ,0,0,0,0,0,0,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,
COMB    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COMG    ,0,0,0,0,0,0,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,
COMM    ,0,0,0,0,0,20.0401,20.0741,20.2373,20.1528,20.1722,20.2315,20.1874,20.3211,20.3211,20.3211,20.3211,
COMT    ,0,0,0,0,0,32.18,32.18,32.2267,32.2281,32.2285,32.2523,32.2523,32.2622,32.2622,32.2622,32.2622,
CONE    ,0,0,0,0,0,51.8609,52.5611,52.8822,52.9307,52.9079,52.7016,52.3315,52.5196,52.5196,52.5196,52.5196,
CONN    ,0,0,0,0,20.75,20.9133,20.8362,20.7916,20.7048,20.5996,20.5297,20.2148,20.2245,20.2245,20.2245,20.2245,
COO     ,0,0,0,0,0,273.262,259.606,263.581,263.367,265.163,267.635,270.896,270.896,270.896,270.896,270.896,
COOP    ,0,0,0,0,0,14.5854,14.2235,14.0293,14.1025,14.2083,14.2979,14.1828,14.3852,14.3852,14.3852,14.3852,
COP     ,0,0,0,0,0,62.588,63.3212,63.3173,63.3582,63.1372,61.9319,61.8675,61.8675,61.8675,61.8675,61.8675,
COPX    ,0,0,0,0,0,19.79,19.79,19.79,19.79,19.8257,19.8688,19.9964,19.9964,19.9964,19.9964,19.9964,
COR     ,0,0,0,0,0,97.0601,97.5682,96.5678,96.9332,96.9535,97.079,96.7281,96.7281,96.7281,96.7281,96.7281,
CORE    ,0,0,0,0,0,28.1138,27.1368,26.5725,26.7282,26.5035,26.5405,25.5232,26.4749,26.4749,26.4749,26.4749,
CORN    ,0,0,0,0,0,16.3,16.3013,16.3013,16.3004,16.3004,16.3004,16.3401,16.3401,16.3401,16.3401,16.3401,
CORP    ,0,0,0,0,0,0,0,0,0,0,100.87,100.87,100.87,100.87,100.87,100.87,
CORR    ,0,0,0,0,0,35.4725,35.5006,35.5081,35.5587,35.5906,35.6278,35.6187,35.6187,35.6187,35.6187,35.6187,
CORR-A  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CORT    ,0,0,0,0,0,11.3591,11.2551,11.1641,11.1084,11.1347,11.1191,10.8999,10.975,10.975,10.975,10.975,
CORV    ,0,0,0,0,0,3.69629,3.69299,3.63011,3.59715,3.59778,3.60094,3.59378,3.59984,3.59984,3.59984,3.59984,
COST    ,0,0,0,0,0,207.399,203.398,202.819,203.18,203.014,203.589,204.15,206.01,206.011,206.012,206.012,
COT     ,0,0,0,0,0,14.5341,14.5811,14.677,14.7836,14.4316,14.5004,14.5693,14.5717,14.5717,14.5717,14.5717,
COTY    ,0,0,0,0,0,6.48107,6.62439,6.62817,6.66555,6.57895,6.42893,6.09419,6.09419,6.09419,6.09419,6.09419,
COUP    ,0,0,0,0,0,77.9625,76.7568,77.2186,77.003,77.1729,77.5468,77.0902,78.0876,78.0879,78.0879,78.0879,
COW     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COWN    ,0,0,0,0,0,15.3181,15.2341,15.0305,15.1162,15.1409,15.221,15.0366,15.1816,15.1816,15.1816,15.1816,
COWNL   ,0,0,0,0,0,24.9992,24.9901,24.9901,24.9901,24.9809,24.9794,24.985,24.9843,24.9843,24.9843,24.9843,
COWNZ   ,0,0,0,0,0,24.92,24.92,24.92,24.92,24.92,24.92,24.92,24.92,24.92,24.92,24.92,
COWZ    ,0,0,0,0,0,0,28.4057,28.5148,28.5189,28.5198,28.5544,28.561,28.561,28.561,28.561,28.561,
CP      ,0,0,0,0,0,198.987,202.31,202.317,202.798,202.863,203.324,202.87,202.87,202.87,202.87,202.87,
CPA     ,0,0,0,0,0,94.0974,93.9235,93.4859,93.4699,93.1122,93.0484,92.9525,92.9525,92.9525,92.9525,92.9525,
CPAC    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CPAH    ,0,0,0,0,0,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,
CPB     ,0,0,0,0,0,32.3645,33.394,33.4483,33.5602,33.7018,33.7925,33.6862,33.6862,33.6862,33.6862,33.6862,
CPE     ,0,0,0,0,0,7.55001,7.41144,7.51582,7.36094,7.36764,7.36471,7.42279,7.42279,7.42279,7.42279,7.42279,
CPE-A   ,0,0,0,0,0,0,0,0,0,0,0,51.5056,51.5056,51.5056,51.5056,51.5056,
CPER    ,0,0,0,0,0,17.32,17.32,17.32,17.3192,17.3192,17.3192,17.3192,17.3192,17.3192,17.3192,17.3192,
CPF     ,0,0,0,0,0,28.3336,25.7007,26.7703,27.2345,27.6493,27.3498,26.1353,26.1353,26.1353,26.1353,26.1353,
CPG     ,0,0,0,0,0,2.73094,2.68497,2.77089,2.78275,2.82779,2.81683,2.83795,2.83795,2.83795,2.83795,2.83795,
CPHC    ,0,0,0,0,0,15.25,15.25,15.25,15.25,15.178,15.178,15.2255,15.2692,15.2692,15.2692,15.2692,
